word,phonetic,meaning,example,level,frequency,initial_delay_days
terrace,/'terəs/,"n. 阶地, 梯田, 房屋之平顶, 阳台, 沿岸防地, 露台；a. 叠层式的；vt. 使成梯田, 使成有平台屋顶",,CET6,6863,5
assert,/ə'sə:t/,"vt. 主张, 坚称, 断言",,CET6,6853,5
innovation,/.inəu'veiʃən/,"n. 改革, 创新",,CET6,6849,5
offensive,/ə'fensiv/,"a. 令人不快的, 侮辱的, 攻击性的",,CET6,6832,5
heritage,/'heritidʒ/,"n. 遗产, 祖先遗留物, 继承物",,CET6,6825,5
legacy,/'legəsi/,"n. 祖先传下来之物, 遗赠物",,CET6,6811,5
legitimate,/li'dʒitimət/,"a. 合法的, 正当的, 婚生的；vt. 认为正当, 立为嫡嗣, 使合法",,CET6,6805,5
orientation,/.ɒ:rien'teiʃən/,"n. 定方位, 适应, 向东方；n. 方向",,CET6,6804,6
cluster,/'klʌstə/,"n. 串, 丛, 群, 簇；vi. 成串, 丛生；vt. 使聚集",,CET6,6800,6
depict,/di'pikt/,"vt. 描述, 描写",,CET6,6795,6
instructor,/in'strʌktə/,"n. 教员, 讲师",,CET6,6789,6
sanction,/'sæŋkʃən/,"n. 核准, 制裁, 处罚, 约束力；vt. 制定制裁规则, 认可, 核准, 同意",,CET6,6783,6
inadequate,/in'ædikwət/,"a. 不充分的, 不适当的",,CET6,6782,6
declaration,/.deklə'reiʃən/,"n. 宣告, 说明, 宣布",,CET6,6773,6
ethics,/'eθiks/,n. 道德规范,,CET6,6769,6
physically,/'fizikli/,"adv. 按自然规律, 完全地, 实际上, 真正地, 身体上地",,CET6,6757,6
conception,/kɒn'sepʃən/,"n. 观念, 概念",,CET6,6755,6
stimulus,/'stimjuləs/,"n. 刺激, 激励, 刺激品",,CET6,6744,6
competitor,/kəm'petitə/,n. 竞争者,,CET6,6741,6
portray,/pɒ:'trei/,"vt. 描绘, 描写, 描绘...的肖像",,CET6,6737,6
hypothesis,/hai'pɒθəsis/,n. 假设,,CET6,6735,6
interface,/'intəfeis/,"n. 分界面, 接触面, 界面",,CET6,6733,6
kit,/kit/,"n. 装备, 工具箱, 成套工具",,CET6,6722,6
script,/skript/,"n. 手迹, 手稿, 正本, 手写体；vt. 改编为演出本",,CET6,6714,6
nonetheless,"/,nʌnðə'les/","conj. 然而, 尽管, 不过；adv. 不过, 仍然, 尽管如此, 然而",,CET6,6702,6
prescription,/pri'skripʃən/,"n. 处方, 命令, 指定",,CET6,6689,6
consensus,/kən'sensəs/,"n. 合意, 一致, 同感",,CET6,6683,6
pregnancy,/'preɡnənsi/,"n. 怀孕；丰富, 多产；意义深长",,CET6,6672,7
complexity,/kəm'pleksiti/,"n. 复杂, 复杂性, 复杂的事物",,CET6,6665,7
domain,/dəu'mein/,"n. 领域, 领土, 产业, 范围",,CET6,6655,7
marginal,/'mɑ:dʒinəl/,"a. 边缘的, 最低限度的, 有旁注的",,CET6,6639,7
murmur,/'mə:mə/,"n. 低语, 低声的怨言；vi. 低语, 低声而言；vt. 低声说",,CET6,6637,7
makeup,/'meikʌp/,"n. 组成, 性格, 化妆品, 化装(术), 虚构, 补考",,CET6,6634,7
thoroughly,/'θʌrəli/,"adv. 彻底地, 绝对地, 透彻地, 详尽地, 周到地, 完全地, 完善地, 全面地",,CET6,6633,7
sheer,/ʃiə/,"a. 绝对的, 全然的, 纯粹的, 透明的, 峻峭的；vi. 偏转, 偏航；vt. 使急转向, 使偏航；adv. 完全, 全然, 峻峭；n. 偏航",,CET6,6632,7
anniversary,/æni'və:səri/,n. 周年纪念,,CET6,6626,7
couch,/kautʃ/,"n. 长沙发, 睡椅, 卧榻；vt. 横躺, 表达；vi. 躺下, 蹲伏",,CET6,6625,7
adolescent,/.ædəu'lesənt/,"a. 青春期的, 青少年的；n. 青少年",,CET6,6614,7
ritual,/'ritʃuəl/,"n. 仪式, 典礼, 宗教仪式；a. 仪式的, 依仪式进行的",,CET6,6596,7
salmon,/'sæmən/,"n. 鲑鱼, 大麻哈鱼",,CET6,6594,7
combat,/'kɒmbæt/,"n. 争斗, 战斗；vi. 战斗, 争斗；vt. 与...战斗, 与...斗争",,CET6,6588,7
counsel,/'kaunsəl/,"n. 商议, 忠告, 法律顾问；v. 商议, 劝告",,CET6,6582,7
sculpture,/'skʌlptʃə/,"n. 雕刻, 雕塑；vt. 雕刻, 雕塑；vi. 当雕刻师",,CET6,6573,7
presidency,/'prezidənsi/,"n. 总统职权, 总裁职位",,CET6,6568,7
subtle,/'sʌtl/,"a. 敏锐的, 精细的, 狡猾的, 稀薄的, 灵巧的, 微妙的",,CET6,6565,7
monopoly,/mə'nɒpəli/,"n. 垄断, 专卖权, 独占事业",,CET6,6554,7
ethical,/'eθikəl/,"a. 伦理的, 民族的, 民族特有的",,CET6,6546,7
allegation,/.æli'geiʃən/,"n. 断言, 主张, 申辩",,CET6,6541,8
villa,/'vilə/,n. 别墅,,CET6,6537,8
essence,/'esns/,"n. 实质, 本质, 香精",,CET6,6532,8
closet,/'klɒzit/,"n. 壁橱, 小室；a. 秘密的, 空谈的；vt. 把...关入小室",,CET6,6527,8
straightforward,/streit'fɒ:wəd/,"a. 笔直的, 率直的, 明确的, 简单的, 直接的",,CET6,6509,8
humanity,/hju:'mæniti/,"n. 人性, 人类, 博爱",,CET6,6499,8
correlation,/.kɒrə'leiʃən/,"n. 相互关系, 相关, 关联",,CET6,6498,8
attendance,/ə'tendəns/,"n. 出席, 出席的人数, 照料",,CET6,6497,8
desperately,/'despərətli/,adv. 拼命地；绝望地；极度地,,CET6,6477,8
plead,/pli:d/,"vi. 辩护, 恳求；vt. 为...辩护, 提出...借口, 托称, 恳求",,CET6,6475,8
verse,/və:s/,"n. 诗, 韵文, 诗句；vt. 用诗表达；vi. 作诗",,CET6,6460,8
proposition,/.prɒpə'ziʃən/,"n. 建议, 命题, 主张；vt. 向...提议, 向...提出猥亵的要求",,CET6,6456,8
theft,/θeft/,"n. 盗窃, 失窃, 盗窃罪, 赃物",,CET6,6455,8
fraud,/frɒ:d/,"n. 欺骗, 欺诈, 诡计, 骗子",,CET6,6449,8
array,/ə'rei/,"n. 排列, 衣服, 大批, 军队；vt. 布署, 打扮, 排列",,CET6,6446,8
provoke,/prə'vəuk/,"vt. 激怒, 惹起, 诱导",,CET6,6442,8
monster,/'mɒnstə/,"n. 怪物, 恶人, 巨物",,CET6,6435,8
diplomatic,/.diplə'mætik/,"a. 外交的, 老练的",,CET6,6433,8
facilitate,/fə'siliteit/,"vt. 使容易, 促进, 帮助",,CET6,6432,8
successor,/sək'sesə/,"n. 继承者, 接任者",,CET6,6431,8
rip,/rip/,"n. 裂痕, 破绽, 拉裂, 浪子, 巨浪；vi. 被拉开, 裂开, 猛冲；vt. 撕, 扯, 劈",,CET6,6428,9
herb,/hə:b/,"n. 药草, 香草",,CET6,6427,9
spectrum,/'spektrəm/,"n. 光谱, 范围, 系列",,CET6,6419,9
formerly,/'fɒ:məli/,"adv. 从前, 以前",,CET6,6416,9
nightmare,/'naitmєə/,"n. 梦魇, 恶梦, 可怕的事物(或情景、人物)",,CET6,6414,9
hierarchy,/'haiərɑ:ki/,"n. 等级制度, 僧侣统治, 等级体系",,CET6,6409,9
pope,/pəup/,"n. 罗马教皇, 主教",,CET6,6406,9
basement,/'beismənt/,"n. 地下室, 墙脚",,CET6,6402,9
productivity,/.prəudʌk'tiviti/,n. 生产力,,CET6,6395,9
doctrine,/'dɒktrin/,"n. 教条, 学说",,CET6,6394,9
questionnaire,/kwestʃə'nєə/,"n. 调查表, 问卷",,CET6,6394,9
prediction,/pri'dikʃən/,"n. 预言, 预报",,CET6,6392,9
sociology,/.səusi'ɒlədʒi/,n. 社会学,,CET6,6388,9
infrastructure,/'infrəstrʌktʃə/,"n. 基础结构, 基础设施",,CET6,6387,9
random,/'rændəm/,"n. 随意, 随机；a. 任意的, 随便的, 胡乱的, 随机的；adv. 胡乱地",,CET6,6381,9
correctly,/kə'rektli/,"adv. 对, 正确, 恰当, 符合一般性准则, 符合行为准则, 端正, 符合",,CET6,6376,9
guilt,/gilt/,"n. 罪行, 内疚",,CET6,6372,9
oak,/əuk/,"n. 橡树, 橡木；a. 橡木制的",,CET6,6355,9
simultaneously,/siməl'teiniəsly; (?@) saim-/,"adv. 同时发生, 一齐, 同时, 同时存在",,CET6,6338,9
trigger,/'trigə/,"n. 触发器, 扳机；vt. 触发, 发射, 引起；vi. 松开扳柄",,CET6,6334,9
adoption,/ə'dɒpʃən/,"n. 采用, 采纳, 收养",,CET6,6326,10
convict,/kən'vikt/,"n. 囚犯, 罪犯；vt. 宣告有罪, 使知罪",,CET6,6322,10
directory,/di'rektəri/,"n. 目录, 工商名录, 指南",,CET6,6320,10
web,/web/,"n. 网, 蛛丝, 蹼, 织物, 圈套, 卷筒纸；vi. 结网, 形成网；vt. 织蜘蛛网于, 使落入圈套",,CET6,6294,10
justification,/.dʒʌstifi'keiʃən/,"n. 辩护, 证明正当, 释罪",,CET6,6292,10
dean,/di:n/,"n. 院长, 主持牧师",,CET6,6291,10
explicit,/ik'splisit/,"a. 详述的, 清楚的, 直言的",,CET6,6278,10
profound,/prə'faund/,"a. 极深的, 深厚的, 深刻的, 渊博的",,CET6,6265,10
abolish,/ə'bɒliʃ/,"vt. 废止, 革除, 消灭",,CET6,6264,10
sensation,/sen'seiʃən/,"n. 感觉, 轰动",,CET6,6263,10
trait,/treit/,"n. 特征, 特性, 一笔, 少许",,CET6,6263,10
allege,/ə'ledʒ/,"vt. 宣称, 主张, 提出, 断言",,CET6,6262,10
premium,/'pri:miəm/,"n. 额外补贴, 奖金, 奖赏, 保险费",,CET6,6256,10
availability,/ə.veilə'biliti/,"n. 有效性, 可利用性, 可利用的人",,CET6,6254,10
appendix,/ə'pendiks/,"n. 附录, 附加物, 阑尾",,CET6,6252,10
modification,/.mɒdifi'keiʃən/,"n. 修正, 修饰, 修改",,CET6,6249,10
forum,/'fɒ:rəm/,"n. 论坛, 公开讨论的广场, 法庭, 讨论会",,CET6,6244,10
meaningful,/'mi:niŋful/,a. 意味深长的,,CET6,6231,10
panic,/'pænik/,"n. 恐慌, 惊慌；a. 惊慌的, 没有理由的, 恐慌的；vt. 使惊慌, 使狂热；vi. 惊慌",,CET6,6223,10
spouse,/spauz/,n. 配偶,,CET6,6223,10
bonus,/'bəunəs/,"n. 奖金, 红利",,CET6,6220,11
sodium,/'səudiəm/,n. 钠,,CET6,6217,11
riot,/'raiət/,"n. 暴动, 喧闹, 放纵；vi. 发动, 暴动, 纵情, 放荡；vt. 浪费, 挥霍",,CET6,6216,11
extract,/ik'strækt/,"n. 榨出物, 精汁, 摘录, 选段；vt. (费力地)取出, 采掘, 榨取, 摘录, 吸取",,CET6,6213,11
dedicate,/'dedikeit/,"vt. 献出, 贡献",,CET6,6201,11
conceive,/kən'si:v/,"vt. 构思, 认为；vi. 怀孕",,CET6,6194,11
engagement,/in'geidʒdmənt/,"n. 诺言, 约会, 婚约, 交战",,CET6,6188,11
marvellous,/'mɑ:viləs/,"a. 奇异的, 神奇的, 奇迹般的, 惊人的, 不可思议的, 绝妙的, 妙极的",,CET6,6181,11
amid,/ə'mid/,"prep. 在其间, 在其中",,CET6,6175,11
trader,/'treidə/,"n. 商人, 商船",,CET6,6171,11
diagnose,/'daiəgnəuz/,v. 诊断,,CET6,6168,11
envisage,/in'vizidʒ/,"vt. 面对, 正视, 想象",,CET6,6168,11
elegant,/'eligənt/,"a. 优雅的, 端庄的, 高雅的",,CET6,6167,11
hug,/hʌg/,"n. 紧抱, 拥抱；vt. 紧抱, 坚持, 使沾沾自喜",,CET6,6142,11
concede,/kən'si:d/,"vt. 承认, 退让；vi. 让步",,CET6,6138,11
entity,/'entiti/,"n. 实体, 实存物, 存在",,CET6,6125,11
update,/ʌp'deit/,"vt. 更新, 使现代化；n. 更新",,CET6,6116,11
exploration,/.eksplə'reiʃən/,"n. 探险, 踏勘, 探测",,CET6,6115,11
thesis,/'θi:sis/,"n. 论题, 论文",,CET6,6113,11
commonwealth,/'kɔmənwelθ/,n. 共和国；联邦；国民整体,,CET6,6109,11
subsidiary,/səb'sidiəri/,"n. 子公司, 附件, 辅助者；a. 辅助的, 次要的, 津贴的",,CET6,6096,12
recipient,/ri'sipiənt/,"a. 领受的, 容易接受的, 感受性强的；n. 领受者, 容纳者, 容器",,CET6,6081,12
bias,/'baiəs/,"n. 偏见, 斜纹；a. 偏斜的；adv. 偏斜；vt. 使有偏见",,CET6,6075,12
edit,/'edit/,"vt. 编辑, 编校, 修订, 剪辑",,CET6,6057,12
casualty,/'kæʒjuəlti/,"n. 意外事故, 伤亡, 受害者",,CET6,6056,12
contemplate,/'kɒntempleit/,"vt. 注视, 沉思, 盘算；vi. 冥思苦想",,CET6,6049,12
remainder,/ri'meində/,"n. 剩余物, 其他人, 残余, 余数；v. 削价出售(图书)；a. 剩余的, 出售削价剩书的",,CET6,6045,12
intervene,/.intə'vi:n/,"vi. 插入, 调停, 干涉",,CET6,6044,12
diminish,/di'miniʃ/,"v. (使)减少, (使)变小",,CET6,6042,12
intent,/in'tent/,"n. 意图, 含义, 故意；a. 专心的, 决心的, 热心的",,CET6,6039,12
inventory,/'invəntəri/,"n. 详细目录, 存货清单；vt. 列入详细目录, 清点存货",,CET6,6033,12
exceptional,/ik'sepʃənəl/,"a. 例外的, 异常的, 特别的",,CET6,6030,12
magnitude,/'mægnitju:d/,"n. 巨大, 重大, 重要, 大小, 数量, 星等(指星的亮度)",,CET6,6029,12
hostage,/'hɒstidʒ/,"n. 人质, 抵押品",,CET6,6028,12
popularity,/.pɒpju'læriti/,"n. 名声, 受大众欢迎, 流行",,CET6,6026,12
supervision,/.sju:pə'viʒən/,"n. 监督, 管理",,CET6,6024,12
alien,/'eiljən/,"n. 外国人, 外侨；a. 外国的, 相异的",,CET6,6023,12
photography,/fə'tɒgrəfi/,"n. 摄影, 摄影术",,CET6,6014,12
execution,/.eksi'kju:ʃən/,"n. 实行, 完成, 执行, 死刑",,CET6,6012,12
similarity,/.simi'læriti/,"n. 类似, 类似处",,CET6,6002,12
gathering,/'gæðəriŋ/,"n. 聚集, 集中, 采集",,CET6,6001,13
incur,/in'kə:/,"vt. 招致, 蒙受, 遭遇",,CET6,5988,13
coastal,/'kəustəl/,"a. 海岸的, 沿海的, 沿岸的",,CET6,5961,13
constituent,/kən'stitjuənt/,"n. 成分, 选民, 构成物；a. 构成的, 组织的, 选举的",,CET6,5950,13
divine,/di'vain/,"a. 神的, 神圣的, 非凡的；n. 神学家",,CET6,5948,13
interim,/'intərim/,"a. 暂时的, 临时的, 间歇的；n. 过渡时期",,CET6,5945,13
inspiration,/.inspə'reiʃən/,"n. 灵感, 鼓舞人心的人或物, 妙计, 吸气",,CET6,5942,13
parameter,/pə'ræmitə/,"n. 参变数, 参变量, 参数, 参量",,CET6,5937,13
quest,/kwest/,"n. 探索, 寻求, 调查；v. 寻找, 找, 追寻猎物",,CET6,5933,13
slap,/slæp/,"n. 掴, 掌击, 侮辱, 拍击声；v. 拍击, 惩罚；adv. 正面地, 直接地, 突然地",,CET6,5914,13
toxic,/'tɒksik/,"a. 有毒的, 中毒的",,CET6,5910,13
grief,/gri:f/,"n. 伤心, 忧愁, 悲痛, 不幸, 灾难",,CET6,5908,13
donate,/'dəuneit/,v. 捐赠,,CET6,5905,13
breakdown,/'breikdaun/,"n. 崩溃, 故障",,CET6,5904,13
dignity,/'digniti/,"n. 尊严, 高贵",,CET6,5900,13
forthcoming,/'fɒ:θ'kʌmɑŋ/,a. 即将来临的；n. 来临,,CET6,5883,13
dilemma,/di'lemə/,"n. 困境, (进退两难的)窘境",,CET6,5882,13
virgin,/'və:dʒin/,"n. 处女；a. 处女的, 贞洁的, 纯洁的, 初始的, 纯的",,CET6,5869,13
coincide,/.kəuin'said/,"vi. 一致, 符合",,CET6,5866,13
shrimp,/ʃrimp/,"n. 虾, 小虾, 矮子；vi. 捕小虾",,CET6,5856,13
costume,/'kɒstju:m/,"n. 装束, 服装",,CET6,5848,14
cartoon,/kɑ:'tu:n/,"n. 卡通画, 漫画；v. 画漫画",,CET6,5845,14
bug,/bʌg/,"n. 错误, 虫, 病菌, 缺陷, 窃听器, 癖好, 防盗报警器, 双座小汽车, 要人；vt. 装防盗报警器, 装窃听器, 激怒；vi. 捉虫, 暴突",,CET6,5841,14
accessible,/ək'sesəbl/,"a. 易接近的, 可进入的, 可使用的, 易受影响的, 可理解的",,CET6,5838,14
verdict,/'və:dikt/,"n. 裁决, 判决, 判断性意见, 定论, 结论",,CET6,5837,14
deem,/di:m/,"v. 认为, 相信",,CET6,5836,14
bankruptcy,/'bæŋkrəptsi/,n. 破产者,,CET6,5829,14
collaboration,/kə.læbə'ræʃən/,"n. 合作, 勾结",,CET6,5824,14
prey,/prei/,"n. 被掠食者, 牺牲者；vi. 捕食",,CET6,5819,14
patrol,/pə'trəul/,"n. 巡逻, 巡逻员, 侦察队；v. 巡逻, 巡视",,CET6,5817,14
predecessor,/.predi'sesə/,"n. 前任, 先辈, 前身",,CET6,5817,14
revelation,/.revi'leiʃən/,"n. 揭露, 泄露, 发觉, 默示, 启示",,CET6,5816,14
haul,/hɒ:l/,"n. 用力拖拉, 拖运, 强拉, 捕获量, 拖运距离；vi. 拖, 拉, 改变方向, 改变主意；vt. 拖拉, 拖运",,CET6,5809,14
hitherto,/.hiðə'tu:/,"adv. 迄今, 至今",,CET6,5808,14
coffin,/'kɒfin/,"n. 棺材, 灵柩；vt. 把...装进棺材",,CET6,5806,14
notable,/'nəutəbl/,"n. 著名人士, 值得注意之事物；a. 值得注意的, 显著的",,CET6,5804,14
ass,/æs/,"n. 驴, 傻瓜, 笨蛋, 屁股",,CET6,5799,14
exotic,/ig'zɒtik/,"a. 异国的, 外来的；n. 外来人, 外来物, 舶来品",,CET6,5795,14
clip,/klip/,"n. 修剪, 夹子, 回形针, 剪下来的东西；vt. 修剪, 痛打, 夹牢, 剪报；vi. 剪报",,CET6,5792,14
thigh,/θai/,"n. 大腿, 股",,CET6,5791,14
documentary,/.dɒkju'mentəri/,n. 记录片；a. 文件的,,CET6,5778,15
rally,/'ræli/,"n. 重振旗鼓, 集合, 群众集会, 跌停回升；v. 重整旗鼓, 集合, 恢复精神, 团结, 挖苦, 嘲笑",,CET6,5771,15
manipulate,/mə'nipjuleit/,"vt. 操纵, 利用, 操作, 巧妙地处理, 假造",,CET6,5752,15
tragic,/'trædʒik/,"a. 悲惨的, 悲剧的",,CET6,5741,15
dessert,/di'zə:t/,n. 餐后甜点,,CET6,5731,15
circulation,/.sə:kju'leiʃən/,"n. 流通, 循环, 发行量",,CET6,5709,15
disturbance,/dis'tə:bəns/,"n. 扰乱, 不安, 忧虑",,CET6,5707,15
aesthetic,/i:s'θetik/,"a. 美学的, 审美的, 有美感的",,CET6,5704,15
rejection,/ri'dʒekʃən/,"n. 拒绝, 抛弃, 驳回, 被抛弃的东西, 呕出物",,CET6,5695,15
accomplishment,/ə'kʌmpliʃmənt/,"n. 成就, 完成",,CET6,5692,15
minimal,/'miniml/,"a. 最小的, 极微的, 最小限度的",,CET6,5687,15
commence,/kə'mens/,"v. (使)开始, 得学位",,CET6,5682,15
appreciation,/ə.pri:ʃi'eiʃən/,"n. 感激, 赏识, 鉴别",,CET6,5678,15
scramble,/'skræmbl/,"n. 攀缘, 爬行, 抢夺, 混乱, 紧急起飞；vi. 攀缘, 杂乱蔓延, 争夺, 拼凑, 匆忙；vt. 攀登, 扰乱, 使混杂",,CET6,5674,15
banker,/'bæŋkə/,"n. 银行家, 庄家",,CET6,5666,15
momentum,/məu'mentəm/,"n. 动力, 动量",,CET6,5665,15
irony,/'aiərəni/,"n. 反语, 讽刺, 具有讽刺意味的事",,CET6,5662,15
charm,/tʃɑ:m/,"n. 吸引力, 魔力, 符咒；vt. 迷住, 使陶醉, 行魔法；vi. 用符咒, 有魅力",,CET6,5652,15
alteration,/.ɒ:ltə'reiʃən/,"n. 变更, 改动",,CET6,5651,15
vein,/vein/,"n. 血管, 静脉, 纹理, 气质, 情绪；vt. 使有脉络, 像脉络般分布于",,CET6,5645,15
petition,/pi'tiʃən/,"n. 请愿, 诉状, 陈情书, 申请, 祈求, 祷文；v. 正式请求, 恳求, 请愿",,CET6,5644,16
foster,/'fɒstə/,"a. 收养的, 养育的；vt. 养育, 抚育, 培养, 鼓励, 抱(希望)",,CET6,5641,16
plea,/pli:/,"n. 恳求, 辩解, 抗辩, 诉讼, 请愿, 托词",,CET6,5637,16
commodity,/kə'mɒditi/,"n. 农产品, 商品, 有用的物品",,CET6,5635,16
tile,/tail/,"n. 砖瓦, 瓷砖, 瓦片；vt. 铺以瓦, 铺以瓷砖",,CET6,5622,16
shove,/ʃʌv/,"n. 推, 挤；vt. 推挤, 猛推, 强使；vi. 推",,CET6,5616,16
moor,/muə/,n.荒野；旷野；Moor: 摩尔人.；v.系住；停泊,,CET6,5612,16
embassy,/'embəsi/,"n. 大使馆, 大使馆全体人员",,CET6,5611,16
regiment,/'redʒimənt/,"n. （军队）团, 大量（人或物）；v. 组编成团，组织，严格管制",,CET6,5609,16
patent,/'pætnt. 'peitnt/,"n. 专利权, 许可证, 执照, 专利品, 素质；a. 专利的, 特许的, 显著的, 新奇的；vt. 取得...的专利权, 请准专利",,CET6,5595,16
lounge,/laundʒ/,"n. 闲逛, 休闲室, 长沙发；vi. 闲混, (懒洋洋地)躺；vt. 闲混",,CET6,5590,16
texture,/'tekstʃə/,"n. (织物的)密度, (材料等的)结构, 纹理",,CET6,5587,16
damn,/dæm/,"n. 一点, 诅咒, 丝毫；interj. 该死, 该死的；vt. 诅咒, 罚...下地狱；vi. 指责, 谴责, 骂...该死, 证明...有罪",,CET6,5586,16
bureaucracy,/bjuə'rɒkrəsi/,"n. 官僚, 官吏",,CET6,5580,16
ballet,/'bælei/,n. 芭蕾舞,,CET6,5579,16
composer,/kəm'pəuzə/,"n. 作曲家, 作家, 调停者",,CET6,5565,16
shark,/ʃɑ:k/,"n. 鲨鱼, 骗子；v. 诈骗",,CET6,5562,16
empirical,/em'pirikəl/,"a. 完全跟据经验的, 经验主义的",,CET6,5556,16
hike,/haik/,"n. 徒步旅行, 远足, 涨价, 提高；vi. 步行, 徒步旅行, 上升；vt. 使高涨, 拉起",,CET6,5544,16
compensate,/'kɒmpenseit/,"v. 偿还, 补偿, 付报酬",,CET6,5536,16
thanksgiving,/'θæŋks.giviŋ/,n. 感谢,,CET6,5536,17
vocal,/'vəukl/,"a. 嗓音的, 声音的, 有声的, 歌唱的；n. 元音, 声乐作品",,CET6,5512,17
warehouse,/'wєəhaus/,"n. 仓库, 货栈, 大商店；vt. 储入仓库",,CET6,5510,17
terrain,/'terein/,"n. 地带, 地区, 地形, 领域, 范围",,CET6,5508,17
compact,/kəm'pækt/,"a. 紧凑的, 紧密的, 简洁的；vt. 使紧密结合, 压缩；vi. 变坚实",,CET6,5505,17
summon,/'sʌmən/,"vt. 召唤, 召集, 号召, 振奋, 唤起, 鼓起",,CET6,5495,17
hurricane,/'hə:rikən/,"n. 飓风, 暴风, 暴风雨",,CET6,5488,17
skip,/skip/,"n. 跳跃, 跳读；vi. 跳越, 跳读, 跳绳, 遗漏, 跳级；vt. 跳过, 遗漏",,CET6,5481,17
ambassador,/æm'bæsədə/,n. 大使,,CET6,5480,17
aggression,/ə'greʃən/,"n. 侵犯, 侵略",,CET6,5479,17
ecosystem,/'i:kəu.sistəm/,n. 生态系统,,CET6,5472,17
stall,/stɒ:l/,"n. 厩, 停车处, 牧师职位, 货摊, 托辞, 拖延；vt. 关入厩, 停顿, 推托, 支吾, 使陷于泥中；vi. 被关在厩内, 陷于泥中, 停止, 支吾",,CET6,5467,17
suppress,/sə'pres/,"vt. 镇压, 使止住, 禁止, 抑制, 查禁",,CET6,5456,17
sneak,/sni:k/,"vi. 鬼鬼祟祟做事；vt. 偷偷地做；n. 鬼鬼祟祟的人, 偷偷摸摸的行为, 帆布胶底运动鞋；a. 暗中进行的",,CET6,5443,17
motorway,/'məutəwei/,n. 高速公路,,CET6,5441,17
fling,/fliŋ/,"n. 投掷, 急冲, 嘲弄；vt. 投, 丢下, 抛弃, 使陷入, 挥动, 嘲笑, 扫视；vi. 猛冲",,CET6,5425,17
revision,/ri'viʒən/,"n. 校订, 修正, 修订本, 修订版",,CET6,5421,17
ferry,/'feri/,"n. 渡船, 渡口",,CET6,5410,17
manuscript,/'mænjuskript/,"n. 手稿, 原稿, 底稿；a. 手写的",,CET6,5405,17
rim,/rim/,"n. 边, 轮缘, 框；vt. 镶边, 为...装边；vi. 形成边缘",,CET6,5398,17
allied,/ə'laid/,"a. 联盟的, 联姻的, 联系起来的",,CET6,5395,18
eligible,/'elidʒəbl/,"a. 有资格当选的, 合格的；n. 有资格者, 合格者, 适任者",,CET6,5392,18
yacht,/jɒt/,"n. 快艇, 游艇；vi. 驾游艇, 乘游艇",,CET6,5379,18
faction,/'fækʃən/,"n. 小派系, 内讧",,CET6,5378,18
intact,/in'tækt/,"a. 尚未被人碰过的, 原封不动的, 完整的",,CET6,5374,18
diesel,/'di:zəl/,"n. 内燃机, 柴油机, 柴油",,CET6,5373,18
steak,/steik/,"n. 牛排, 鱼排, 肉排",,CET6,5366,18
referee,/.refə'ri:/,"n. 仲裁人, 调解人, 裁判员；v. 仲裁, 裁判",,CET6,5365,18
fossil,/'fɒsəl/,"n. 化石, 古物；a. 化石的, 陈腐的, 守旧的",,CET6,5363,18
bacterium,/bæk'tiəriəm/,n. 细菌,,CET6,5350,18
butt,/bʌt/,"n. 粗大的一头, 烟头, 靶, 笑柄",,CET6,5343,18
lily,/'lili/,"n. 百合, 百合花；a. 洁白的, 纯白色的, 纯洁的",,CET6,5342,18
municipal,/mju:'nisipl/,"a. 市政的, 自治区的, 内政的",,CET6,5334,18
fringe,/frindʒ/,"n. 边缘, 端, 流苏, 穗, 初步；vt. 加穗于, 加饰边于；a. 边缘的, 附加的",,CET6,5324,18
cruise,/kru:z/,"n. 巡航, 巡弋, 漫游；v. 巡航, 巡弋, 漫游",,CET6,5319,18
merge,/mə:dʒ/,"vt. 使合并, 使消失, 吞没；vi. 合并, 渐渐消失",,CET6,5313,18
impulse,/'impʌls/,"n. 冲动, 驱使, 刺激, 推动, 冲力, 建议, 脉冲；vt. 推动",,CET6,5305,18
brutal,/'bru:təl/,"a. 残忍的, 野蛮的, 不讲理的",,CET6,5303,18
slim,/slim/,"a. 瘦的, 苗条的, 微小的, 稀少的, 微薄的；vi. 变苗条；vt. 使苗条",,CET6,5290,18
fitting,/'fitiŋ/,"a. 适宜的；n. 试穿, 试衣, 装配, 装置",,CET6,5283,18
caution,/'kɒ:ʃən/,"n. 小心, 慎重, 警示；vt. 警告",,CET6,5279,19
threshold,/'θreʃəuld/,"n. 门槛, 入口, 开端, 阈",,CET6,5276,19
fragile,/'frædʒail/,"a. 易碎的, 脆的",,CET6,5267,19
shaft,/ʃæft/,"n. 轴, 箭杆, 矛, 矿井；vt. 装杆于, 利用",,CET6,5267,19
morality,/mə'ræliti/,"n. 道德, 教训, 品行",,CET6,5260,19
denial,/di'naiəl/,n. 否认,,CET6,5257,19
fantastic,/fæn'tæstik/,"a. 奇妙的, 稀奇的, 空想的",,CET6,5253,19
mansion,/'mænʃən/,"n. 大厦, 宅邸",,CET6,5239,19
jewellery,/'dʒu:əlri/,"n. 宝石, 贵重饰物, 珠宝, 宝石饰物, 受珍视的人/物, 宝贝, 有价值的人/物",,CET6,5238,19
prospective,/prəs'pektiv/,"a. 预期的, 将来的",,CET6,5236,19
